Unnamed: 0,date,name,country,venue,clean_country
922,"Aug 3 - 4, 2019",Horse City 2019,"Ukraine, Konotop",Center of junior creativity,Ukraine
925,"Aug 3 - 4, 2019",SSL 3 Varberg 2019,"Sweden, Tofta",Tofta Bygdegård,Sweden
926,"Aug 3 - 4, 2019",Urnieta Open 2019,"Spain, Urnieta, Guipúzcoa",Lekaio Kultur Etxea,Spain
933,"Aug 2 - 4, 2019",German Nationals 2019,"Germany, Frankfurt Höchst",Saalbau BiKuZ Höchst,Germany
936,"Jul 27 - 29, 2019",Bergen Open 2019,"Norway, Bergen",Verftet,Norway
937,"Jul 27 - 28, 2019",Big Cubes Sofia 2019,"Bulgaria, Sofia",Technical University of Sofia,Bulgaria
940,"Jul 27 - 28, 2019",Slovakian Summer 2019,"Slovakia, Bratislava",Slovak University of Technology,Slovakia
942,"Jul 27 - 28, 2019",Telšiai Open 2019,"Lithuania, Telšiai",Germantas progymnasium,Lithuania
948,"Jul 27 - 28, 2019",Puy de Dôme Open 2019,"France, Saint-Gènes-Champanelle","""La Grange""",France
949,"Jul 27 - 28, 2019",Quijote Open 2019,"Spain, Argamasilla de Alba, Ciudad Real",Pabellón Polideportivo Municipal de Argamasilla de Alba,Spain
951,"Jul 27 - 28, 2019",Kostelec Summer 2019,"Czech Republic, Červený Kostelec",Základní škola V. Hejny,Czech Republic
952,"Jul 27 - 28, 2019",Leeds Open 2019,"United Kingdom, Leeds, West Yorkshire",Hilton Leeds City,United Kingdom
953,"Jul 27, 2019",Faaborg Open 2019,"Denmark, Faaborg",Forum Faaborg,Denmark
961,"Jul 27, 2019",LLS III 2019,"Poland, Lublin",Chatka Żaka,Poland
975,"Jul 20 - 21, 2019",FLIP Open 2019,"France, Parthenay",Palais des Congrès,France
977,"Jul 20 - 21, 2019",ICHB Cube Race 2019,"Romania, Bucuresti",Liceul Teoretic International de Informatica Bucuresti,Romania
985,"Jul 20, 2019",Project Będzin 2019,"Poland, Będzin",Miejski Zespół Szkół nr 2 im. Huberta Wagnera ,Poland
989,"Jul 15 - 19, 2019",Gdańsk Cubing Summer Camp 2019,"Poland, Gdańsk",Novotel Marina,Poland
992,"Jul 13 - 14, 2019",Archena Open 2019,"Spain, Archena, Murcia",Espacio Joven,Spain
998,"Jul 13, 2019",II Project Warszawa 2019,"Poland, Warszawa",Szkoła Podstawowa nr 195 im. Króla Maciusia I,Poland
1011,"Jul 6 - 7, 2019",Byczy Cube Race 2019,"Poland, Byczyna",Publiczna Szkoła Podstawowa im. Jana Zamojskiego w Byczynie,Poland
1013,"Jul 6 - 7, 2019",Cheste 2019,"Spain, Cheste",Polideportivo de Cheste,Spain
1031,"Jun 29 - 30, 2019",British Summer Open 2019,"United Kingdom, Alton, Staffordshire",Alton Towers Resort,United Kingdom
1033,"Jun 29 - 30, 2019",Outokumpu Open 2019,"Finland, Outokumpu",Kummun koulu,Finland
1035,"Jun 29 - 30, 2019",Swisscubing Cup III 2019,"Switzerland, Oberwil",Alte Ziegelei Oberwil,Switzerland
1037,"Jun 29 - 30, 2019",Juan Manuel Zafra Open 2019,"Spain, Barcelona",Institut Juan Manuel Zafra,Spain
1041,"Jun 29, 2019",Project Zamość 2019,"Poland, Zamość",Kręgielnia Balaboom,Poland
1043,"Jun 29, 2019",Athens SNFestival Cubing 2019,"Greece, Athens",SNFCC (Stavros Niarchos Foundation Cultural Centre),Greece
1046,"Jun 29, 2019",Star Cubing Nijmegen 2019,"Netherlands, Nijmegen",De Ster (Lent),Netherlands
1056,"Jun 22 - 23, 2019",Rhein-Neckar Open 2019,"Germany, Laudenbach",Sonnbergschule,Germany
1058,"Jun 22 - 23, 2019",Swedish Decathlon Challenge 2019,"Sweden, Flen",Aktivitetshuset Skjortan,Sweden
1062,"Jun 22 - 23, 2019",Irish Championship 2019,"Ireland, Lucan, Dublin",Lucan Community College,Ireland
1063,"Jun 22 - 23, 2019",Belgian Solstice 2019,"Belgium, Sart-Dames-Avelines",Complexe sportif de Sart-Dames-Avelines,Belgium
1066,"Jun 22 - 23, 2019",Cube Factory League Final 2019,"Poland, Łódź",Łódzki Dom Kultury,Poland
1077,"Jun 16, 2019",Parla Open 2019,"Spain, Parla, Madrid",Casa de la Juventud,Spain
1083,"Jun 16, 2019",Hem MariCubik Open 2019,"France, Hem",Salle Diligent,France
1088,"Jun 15 - 16, 2019",Belarus Nationals 2019,"Belarus, Minsk",Palace of Children and Youth,Belarus
1089,"Jun 15 - 16, 2019",Constanta Summer Open 2019,"Romania, Contstanta",Tomis Mall Constanta,Romania
1097,"Jun 15, 2019",Project Piła 2019,"Poland, Piła",Szkoła Podstawowa nr 11 w Pile,Poland
1102,"Jun 8 - 10, 2019",Swiss Nationals 2019,"Switzerland, Luzern",Pfarrei St. Anton,Switzerland
1104,"Jun 8 - 9, 2019",Tallinn Open 2019,"Estonia, Tallinn",Tallinn University of Applied Sciences,Estonia
1105,"Jun 8 - 9, 2019",Ukrainian Open 2019,"Ukraine, Kiev",Ukrainian House,Ukraine
1109,"Jun 8 - 9, 2019",Romagna Open 2019,"Italy, Forlì",Università della Danza,Italy
1111,"Jun 8 - 9, 2019",Breda Open 2019,"Netherlands, Ulvenhout",Het Blazoen,Netherlands
1112,"Jun 8 - 9, 2019",GLS Cup II 2019,"Poland, Gdańsk",Novotel Marina,Poland
1113,"Jun 8 - 9, 2019",High Wycombe Open 2019,"United Kingdom, High Wycombe, Buckinghamshire","Old Town Hall, Wycombe Swan Theatre",United Kingdom
1117,"Jun 8, 2019",Murcia 2019,"Spain, Puente Tocinos, Murcia",Centro Municipal La Nave,Spain
1120,"Jun 7 - 9, 2019",Trondheim Parity Open 2019,"Norway, Trondheim","Realfagsbygget, NTNU, Gløshaugen",Norway
1121,"Jun 7 - 9, 2019",Pulmapelipäivät 2019,"Finland, Vaasa",Bock's Corner Brewery,Finland
1125,"Jun 1 - 2, 2019",PST Nowa Słupia 2019,"Poland, Nowa Słupia",Zespół Szkół nr 8 w Nowej Słupi,Poland
1130,"Jun 1, 2019",Vienna Cube Day 2019,"Austria, Vienna",Technische Universität Wien,Austria
1141,"May 30 - Jun 2, 2019",Swedish Championship 2019,"Sweden, Huskvarna",Huskvarna Folkets Park,Sweden
1145,"May 26, 2019",CFL Domaniewice 2019,"Poland, Domaniewice",Szkoła Podstawowa im. Jana Pawła II,Poland
1148,"May 25 - 26, 2019",Atoutcubes Open 2019,"France, Bayonne",Le Rail Bayonnais,France
1149,"May 25 - 26, 2019",Banja Luka Open 2019,"Bosnia and Herzegovina, Banja Luka",Dom Omladine (Youth Center),Bosnia and Herzegovina
1151,"May 25 - 26, 2019",UCM Open 2019,"Spain, Madrid",c arte c (Centro Arte Complutense),Spain
1159,"May 25, 2019",Wrocław FMC Masters 2019,"Poland, Wrocław",Wydział Fizyki i Astronomii Uniwersytetu Wrocławskiego,Poland
1165,"May 25, 2019",Roskilde by Night 2019,"Denmark, Roskilde",Klub Roskilde Vest,Denmark
1167,"May 24 - 26, 2019",Myyrmäki Summer Challenge 2019,"Finland, Vantaa",Monitoimitila Arkki,Finland
1178,"May 18 - 19, 2019",Elsass Open 2019,"France, Strasbourg",Centre Socio Culturel de la Meinau,France
1184,"May 18 - 19, 2019",Zurich Open 2019,"Switzerland, Uster",Musikcontainer Uster,Switzerland
1188,"May 18, 2019",Rodo Open 2019,"Portugal, Peso da Régua",Escola Profissional de Desenvolvimento Rural do Rodo,Portugal
1194,"May 18, 2019",LLS II 2019,"Poland, Lublin",Szkoła Podstawowa nr 21 im. Królowej Jadwigi,Poland
1199,"May 12, 2019",Zagreb Cube Day 2019,"Croatia, Zagreb",Prva Gimnazija Zagreb,Croatia
1200,"May 11 - 12, 2019",Brno Open 2019,"Czech Republic, Brno",Beta Control Ltd.,Czech Republic
1201,"May 11 - 12, 2019",Brugge Open 2019,"Belgium, Brugge",Meersenhuis,Belgium
1203,"May 11 - 12, 2019",Hessen Open 2019,"Germany, Lampertheim",Zehntscheune Lampertheim,Germany
1207,"May 11 - 12, 2019",London Open 2019,"United Kingdom, Poplar, Greater London",Poplar Baths Leisure Centre,United Kingdom
1209,"May 11 - 12, 2019",San Marino Nationals 2019,"San Marino, Serravalle",Best Western Palace Hotel,San Marino
1215,"May 10 - 11, 2019",Zhytomyr Cube Battle 2019,"Ukraine, Zhytomyr",Mistsevyi Navkolokul'turnyi Prostir,Ukraine
1218,"May 4 - 5, 2019",Etna Open 2019,"Italy, Catania",Borghetto Europa,Italy
1236,"May 3 - 5, 2019",Valborg Cubing 2019,"Sweden, Katrineholm",Järven City,Sweden
1237,"May 3 - 4, 2019",Mental Breakdown Capelle 2019,"Netherlands, Capelle aan den IJssel",Subudhuis,Netherlands
1253,"Apr 27 - 28, 2019",KMG Spring 2019,"Denmark, Frederiksberg",NEXT Københavns Mediegymnasium,Denmark
1256,"Apr 27 - 28, 2019",Tietomaa Open 2019,"Finland, Oulu",Tiedekeskus Tietomaa,Finland
1258,"Apr 27 - 28, 2019",Vorarlberg Open 2019,"Austria, Hohenems, Vorarlberg",Pfarrheim St. Konrad Hohenems,Austria
1264,"Apr 27, 2019",Savoie Mental Breakdown 2019,"France, Chambéry",Collège Saint François de Sales,France
1266,"Apr 27, 2019",Tullinge Basement Blind 2019,"Sweden, Tullinge",Fritidslokalen,Sweden
1277,"Apr 20 - 22, 2019",French Championship 2019,"France, Saint-Germain-en-Laye",Gymnase des Lavandières,France
1282,"Apr 20 - 21, 2019",Lincoln Open 2019,"United Kingdom, Lincoln, Lincolnshire",Engine Shed,United Kingdom
1284,"Apr 20 - 21, 2019",Romanian Cubing Open 2019,"Romania, Cluj-Napoca",Vivo Center (fostul Polus),Romania
1295,"Apr 20, 2019",Easter FMC Kamppi 2019,"Finland, Helsinki",Autotalo,Finland
1297,"Apr 19 - 20, 2019",JukiMods Baztan Open 2019,"Spain, Elizondo, Navarra",Arizkunenea Kulturetxea,Spain
1309,"Apr 13 - 14, 2019",Chanquete Open 2019,"Spain, Nerja, Málaga",Pabellón de la Ciudad Deportiva Enrique López Cuenca,Spain
1310,"Apr 13 - 14, 2019",Cork Open 2019,"Ireland, Cork","Aula Maxima, University College Cork",Ireland
1311,"Apr 13 - 14, 2019",Coupe de l'AFS 2019,"France, Toulouse",Centre de Congrès et d’Exposition Diagora,France
1315,"Apr 13 - 14, 2019",Euskadi Open Portugalete 2019,"Spain, Portugalete",Polideportivo Municipal Pando Aisia,Spain
1317,"Apr 13 - 14, 2019",GLS Cup I 2019,"Poland, Gdańsk",Novotel Marina,Poland
1318,"Apr 13 - 14, 2019",Grodno Cube 2019,"Belarus, Grodno","Secondary school № 35 named after N. A. Volkov, Assembly Hall",Belarus
1319,"Apr 13 - 14, 2019",Hamburg International 2019,"Germany, Hamburg",International School of Hamburg,Germany
1321,"Apr 13 - 14, 2019",Slovakian Spring 2019,"Slovakia, Bratislava",Slovak University of Technology,Slovakia
1322,"Apr 13 - 14, 2019",Slovenian Nationals 2019,"Slovenia, Maribor",Prometna sola Maribor,Slovenia
1324,"Apr 13 - 14, 2019",SSL 2 Skurup 2019,"Sweden, Skurup",Folkets Park Skurup,Sweden
1325,"Apr 13 - 14, 2019",Swisscubing Cup II 2019,"Switzerland, Écublens",École Polytechnique Fédérale de Lausanne,Switzerland
1335,"Apr 12 - 13, 2019",Kirkkonummi Open 2019,"Finland, Kirkkonummi",Kirkkoharjun koulu,Finland
1343,"Apr 6 - 7, 2019",Open de Lumes 2019,"France, Lumes",Salle des fêtes de Lumes,France
1345,"Apr 6 - 7, 2019",Dutch Masters 2019,"Netherlands, Ermelo",Sportcentrum Triade,Netherlands
1347,"Apr 6 - 7, 2019",German Open 2019,"Germany, Gütersloh",Janusz Korczak Gesamtschule,Germany
1350,"Apr 6 - 7, 2019",Les Franqueses Open 2019,"Spain, Les Franqueses del Vallès, Barcelona",Centre Cultural de Bellavista,Spain
1352,"Apr 6, 2019",Võru Värk 2019,"Estonia, Võru",Võru City Center School,Estonia
1360,"Apr 6, 2019",Bologna NxN Spring 2019,"Italy, Castenaso, Bologna",PalaGioBat,Italy
1364,"Apr 6, 2019",Dual Games Alicante 2019,"Spain, Alicante",Dual Games Alicante,Spain
1366,"Apr 6, 2019",Grudziądz Open 2019,"Poland, Grudziądz",Zespół Szkół Technicznych w Grudziądzu,Poland
1374,"Mar 30 - 31, 2019",Wiler Würfelfest 2019,"Switzerland, Wil SG",Stadtsaal Wil,Switzerland
1376,"Mar 30 - 31, 2019",Franconia Spring 2019,"Germany, Nürnberg",Rückersdorf,Germany
1378,"Mar 30 - 31, 2019",Le Barcarès MB 2019,"France, Le Barcarès",Restaurant Viet Thai,France
1379,"Mar 30 - 31, 2019",Budapest Open 2019,"Hungary, Budapest",Lurdy Konferencia- és Rendezvényközpont,Hungary
1380,"Mar 30 - 31, 2019",Cervantes Cubea 2019,"Spain, Alcalá de Henares, Madrid",Casa de la Juventud,Spain
1381,"Mar 30 - 31, 2019",Chester Open 2019,"United Kingdom, Chester, Cheshire",Queen's Park High School,United Kingdom
1389,"Mar 30, 2019",Szczytno Open 2019,"Poland, Szczytno",ZSO 3 in Szczytno,Poland
1394,"Mar 30, 2019",FMC Ukraine 2019,"Ukraine, Kharkiv","Jewish Cultural Center ""Beit Dan""",Ukraine
1395,"Mar 30, 2019",Iasi Cubing Open 2019,"Romania, Iasi",Iulius Mall,Romania
1396,"Mar 29 - 31, 2019",Norwegian Championship 2019,"Norway, Trondheim",Tiller Videregående Skole,Norway
1404,"Mar 24, 2019",Dąbrowa Górnicza Spring 2019,"Poland, Dąbrowa Górnicza",Centrum Aktywności Obywatelskiej,Poland
1405,"Mar 24, 2019",Mental Breakdown Norway 2019,"Norway, Kjeller",Kjeller skole,Norway
1420,"Mar 22 - 24, 2019",Sint Michielsgestel 2019,"Netherlands, Sint Michielsgestel",Zonnewende,Netherlands
1431,"Mar 16 - 17, 2019",Kostelec Open 2019,"Czech Republic, Červený Kostelec","Základní škola V. Hejny, školní jídelna",Czech Republic
1432,"Mar 16 - 17, 2019",Lviv Spring Days 2019,"Ukraine, Lviv",Tech Startup School,Ukraine
1436,"Mar 16 - 17, 2019",PoliMi Mental Breakdown 2019,"Italy, Milan",Politecnico di Milano,Italy
1440,"Mar 16, 2019",Ponikva Open 2019,"Slovenia, Ponikva",Osnovna šola Blaža Kocena Ponikva,Slovenia
1441,"Mar 16, 2019",Project Warszawa 2019,"Poland, Warszawa",Szkoła Podstawowa nr 195 im. Króla Maciusia I,Poland
1442,"Mar 16, 2019",Sofia Spring 2019,"Bulgaria, Sofia",Sofia Mathematical High School,Bulgaria
1444,"Mar 16, 2019",CLIP Open 2019,"Portugal, Porto",CLIP - The Oporto International School,Portugal
1448,"Mar 15 - 17, 2019",Denmark & Friends 2019,"Denmark, Kastrup",Skottegårdsskolen,Denmark
1456,"Mar 9 - 10, 2019",Chelles Open 2019,"France, Chelles",Théatre de Chelles,France
1457,"Mar 9 - 10, 2019",SSL 1 Åkers Styckebruk 2019,"Sweden, Åkers Styckebruk",Folkets Hus,Sweden
1458,"Mar 9 - 10, 2019",U.R.A. Spring of Colors 2019,"Romania, Bucuresti",Universitatea Romano Americana,Romania
1459,"Mar 9 - 10, 2019",Welsh Open 2019,"United Kingdom, Oakdale, Gwent",Rhiw Sir Dafydd School,United Kingdom
1467,"Mar 9, 2019",FMC Kamppi 2019,"Finland, Helsinki",Autotalo,Finland
1470,"Mar 8 - 10, 2019",Aarhus Spring 2019,"Denmark, Aarhus",Fælleshuset Nymarksvej,Denmark
1479,"Mar 2 - 3, 2019",Serbian Open 2019,"Serbia, Belgrade",Mathematical Grammar School,Serbia
1482,"Mar 2 - 3, 2019",Zentralschweiz 2019,"Switzerland, Schwyz",Kantonsschule Kollegium Schwyz,Switzerland
1483,"Mar 2 - 3, 2019",Calabrian Open 2019,"Italy, Lamezia Terme",Gran Hotel Lamezia,Italy
1486,"Mar 2 - 3, 2019",PST Mielec 2019,"Poland, Mielec",Zespół Szkół Technicznych,Poland
1488,"Mar 2 - 3, 2019",Iruña Open 2019,"Spain, Pamplona",Casa de la Juventud,Spain
1496,"Mar 2, 2019",Randvere Cube Day 2019,"Estonia, Randvere",Randvere School,Estonia
1497,"Mar 1 - 3, 2019",Myyrmäki Spring Challenge 2019,"Finland, Vantaa",Monitoimitila Arkki,Finland
1501,"Feb 23 - 24, 2019",Osijek Open 2019,"Croatia, Osijek",Ekonomski fakultet u Osijeku,Croatia
1507,"Feb 23 - 24, 2019",Vedruna Balaguer Open 2019,"Spain, Balaguer, Lleida",Vedruna Balaguer,Spain
1508,"Feb 23 - 24, 2019",Villeneuve-lès-Avignon 2019,"France, Villeneuve-lès-Avignon",Salle des Haut de Villeneuve,France
1509,"Feb 23 - 24, 2019",Voss Open 2019,"Norway, Voss",Voss Folkehøgskule,Norway
1510,"Feb 23 - 24, 2019",Wrocław Open 2019,"Poland, Wrocław",Młodzieżowe Centrum Sportu i Rekreacji,Poland
1512,"Feb 23, 2019",Østerhøj NxNxN 2019,"Denmark, Måløv",Måløvhøjskole,Denmark
1514,"Feb 16 - 17, 2019",Manchester Open 2019,"United Kingdom, Salford, Greater Manchester","Oasis Academy, MediaCity UK",United Kingdom
1520,"Feb 16 - 17, 2019",U.R.A. Big Blind and FMC 2019,"Romania, Bucuresti",Universitatea Romano Americana,Romania
1521,"Feb 16 - 17, 2019",Annuntia Open 2019,"Belgium, Wijnegem",Annuntia-Scholengroep Wijnegem,Belgium
1523,"Feb 16 - 17, 2019",Bremium Cubing 2019,"Germany, Bremen",Universität Bremen Geisteswissenschaften 2 (GW2),Germany
1525,"Feb 16 - 17, 2019",CFL Goes Sideways 2019,"Poland, Łódź",Łódzki Dom Kultury,Poland
1529,"Feb 16 - 17, 2019",Imaginalia Open 2019,"Spain, Albacete",Imaginalia Centro de Ocio y Comercio,Spain
1532,"Feb 16, 2019",Mantua Winter 2019,"Italy, Mantova",Sala Magna Isabella d'Este,Italy
1534,"Feb 16, 2019",Albanian Open 2019,"Albania, Tirana",Instituti Harry Fultz,Albania
1539,"Feb 11 - 15, 2019",GLS Winter Camp 2019,"Poland, Gdańsk",Novotel Marina,Poland
1541,"Feb 10, 2019",Haarlem Cubing 2019,"Netherlands, Haarlem",Het Schoter,Netherlands
1548,"Feb 9 - 10, 2019",Montenegro Open 2019,"Montenegro, Podgorica",University of Montenegro,Montenegro
1550,"Feb 9 - 10, 2019",Austrian Open 2019,"Austria, Vienna",Technische Universität Wien Freihaus,Austria
1552,"Feb 9 - 10, 2019",Fontwell Open 2019,"United Kingdom, Fontwell, West Sussex",Fontwell Park Racecourse,United Kingdom
1555,"Feb 9 - 10, 2019",Vantaa Open 2019,"Finland, Vantaa",Tikkurilan lukio,Finland
1557,"Feb 9, 2019",Vinnytsia Open 2019,"Ukraine, Vinnytsia",School-Lyceum #7,Ukraine
1560,"Feb 9, 2019",Mentallinn 2019,"Estonia, Tallinn",Tallinn Secondary School of Science,Estonia
1562,"Feb 9, 2019",DSF Generalforsamlingen 2019,"Denmark, Odense",Rosenbækhuset,Denmark
1567,"Feb 2 - 3, 2019",Macedonia Winter 2019,"North Macedonia, Skopje","Hotel Aleksandar Palace, Skopje",North Macedonia
1568,"Feb 2 - 3, 2019",PST Biłgoraj 2019,"Poland, Biłgoraj",SP nr 1 w Biłgoraju,Poland
1572,"Feb 2 - 3, 2019",Just Cube Open 2019,"France, Lyon",Lycée de Saint-Just,France
1573,"Feb 2 - 3, 2019",Kaunas Open 2019,"Lithuania, Kaunas",Kaunas university of technology,Lithuania
1574,"Feb 2 - 3, 2019",Kiev Super Blind 2019,"Ukraine, Kiev",Exit Games,Ukraine
1575,"Feb 2 - 3, 2019",Transilvania Cubing Open 2019,"Romania, Targu Mures",Colegiul Agricol “Traian Săvulescu”,Romania
1584,"Feb 1 - 3, 2019",Fewest Moves Vitebsk 2019,"Belarus, Vitebsk","Vitebsk branch of the International University ""MITSO""",Belarus
1586,"Jan 27, 2019",Gislev Side Events 2019,"Denmark, Gislev",Private Residence,Denmark
1594,"Jan 26 - 27, 2019",Getafe Vuelve 2019,"Spain, Getafe, Madrid",Centro Cívico Juan de la Cierva,Spain
1595,"Jan 26 - 27, 2019",Istres Open 2019,"France, Istres",Halle polyvalente,France
1596,"Jan 26 - 27, 2019",Kubkvarna Winter 2019,"Sweden, Huskvarna",Huskvarna Folkets Park,Sweden
1605,"Jan 26, 2019",PSS FMC Warszawa 2019,"Poland, Warszawa",Uczelnia Łazarskiego,Poland
1614,"Jan 19 - 20, 2019",Greece New Year 2019,"Greece, Piraeus",13o Gymnasio Pirea,Greece
1616,"Jan 19 - 20, 2019",Speedcub'Eirb Open 2019,"France, Talence",Espace ingénieur de l'ENSEIRB-MATMECA,France
1617,"Jan 19 - 20, 2019",British Blind Off 2019,"United Kingdom, Birmingham, West Midlands",The Rowton Hotel,United Kingdom
1619,"Jan 19 - 20, 2019",VI QB'er 2019,"Norway, Gjøvik",Vitensenteret Innlandet,Norway
1624,"Jan 19 - 20, 2019",Berlin Winter Cubing 2019,"Germany, Berlin",Leonardo-da-Vinci-Gymnasium,Germany
1626,"Jan 19 - 20, 2019",D-City Cubing 2019,"Switzerland, Dürnten ZH",Sekundarschule Nauen,Switzerland
1644,"Jan 12 - 13, 2019",Elisa Kulma Open 2019,"Finland, Helsinki",Elisa Kulma,Finland
1651,"Jan 12 - 13, 2019",PST LLS Lublin 2019,"Poland, Lublin",I Liceum Ogólnokształcące im. Stanisława Staszica w Lublinie,Poland
1652,"Jan 12 - 13, 2019",Savoie Open 2019,"France, Chambéry",Collège Saint François de Sales,France
1659,"Jan 12, 2019",Turin Winter Open 2019,"Italy, Turin",Cecchi Point,Italy
1662,"Jan 12, 2019",Larnaca Open 2019,"Cyprus, Larnaca",American Academy Larnaca,Cyprus
1670,"Jan 5 - 6, 2019",Swisscubing Cup I 2019,"Switzerland, Sonvico",Sala Multiuso Sonvico,Switzerland
1675,"Jan 5, 2019",HNY Cubing Niijmegen 2019,"Netherlands, Nijmegen",Citadel College Lent,Netherlands
1677,"Jan 5, 2019",Narva Winter 2019,"Estonia, Narva",Diocesan Administration Building,Estonia
1684,"Jan 4 - 6, 2019",Speedcubing Camp Minsk 2019,"Belarus, Minsk","Recreation complex ""Sputnik""",Belarus
1687,"Jan 4 - 5, 2019",Lights of Reykjavik 2019,"Iceland, Hafnarfjörður",Flensborgarskólinn,Iceland
1699,"Dec 25, 2018",Kharkiv Special 2018,"Ukraine, Kharkiv","Jewish Cultural Center ""Beit Dan""",Ukraine
1707,"Dec 22, 2018",Fewest Moves Christmas 2018,"Denmark, Tårnby",Organisers' house,Denmark
1711,"Dec 22, 2018",Stadi FMC 2018,"Finland, Helsinki",Autotalo,Finland
1718,"Dec 15 - 16, 2018",Big CubingItaly 2018,"Italy, Milan",Politecnico di Milano,Italy
1719,"Dec 15 - 16, 2018",Cambridge Open 2018,"United Kingdom, Cambridge, Cambridgeshire",Parkside Community College,United Kingdom
1722,"Dec 15 - 16, 2018",Lande Open 2018,"Finland, Kirkkonummi",Kirkkoharjun koulu,Finland
1725,"Dec 15 - 16, 2018",Oradea Cubing Finals 2018,"Romania, Oradea",Colegiul Naţional „Emanuil Gojdu”,Romania
1726,"Dec 15 - 16, 2018",Rijswijk Open 2018,"Netherlands, Rijswijk",Stichting Don Bosco Rijswijk,Netherlands
1729,"Dec 15, 2018",Saint-Raphaël Winter Open 2018,"France, Saint-Raphaël",Salon de la Maison des associations,France
1733,"Dec 15, 2018",Cubers Eve Białystok 2018,"Poland, Białystok",Szkoła Podstawowa nr 34,Poland
1745,"Dec 8 - 9, 2018",Swisscubing Cup Final 2018,"Switzerland, Luzern",Paulusheim,Switzerland
1750,"Dec 8 - 9, 2018",Polish Open 2018,"Poland, Będzin",Miejski Zespół Szkół nr 2 im. Huberta Wagnera ,Poland
1751,"Dec 8 - 9, 2018",Santa Pola Open 2018,"Spain, Santa Pola",Hotel restaurante Patilla.,Spain
1752,"Dec 8 - 9, 2018",Chill Out Trondheim 2018,"Norway, Trondheim","Realfagsbygget, NTNU, Gløshaugen",Norway
1756,"Dec 8, 2018",Cluj-Napoca Big Blind 2018,"Romania, Cluj-Napoca",Universitatea Tehnica din Cluj Napoca,Romania
1759,"Dec 8, 2018",Tartu Open 2018,"Estonia, Tartu",Estonian Students' Society,Estonia
1760,"Dec 8, 2018",Tuscany Open 2018,"Italy, Montecatini Terme",Hotel Tuscany Inn,Italy
1770,"Dec 1 - 2, 2018",Ugine Jeu et Jouet 2018,"France, Ugine",Salle festive,France
1771,"Dec 1 - 2, 2018",GLS Cup Final 2018,"Poland, Gdańsk",Novotel Marina,Poland
1776,"Dec 1 - 2, 2018",Mundet Open 2018,"Spain, Barcelona",Institut Anna Gironella de Mundet,Spain
1780,"Dec 1, 2018",Østerhøj Christmas by Vote 2018,"Denmark, Måløv",Måløvhøjskole,Denmark
1790,"Nov 30 - Dec 2, 2018",Flen Christmas Sleepover 2018,"Sweden, Flen",Aktivitetshuset Skjortan,Sweden
1791,"Nov 30 - Dec 2, 2018",Romanian National Day 2018,"Romania, Bucuresti",Colegiul Tehnologic Viaceslav Harnaj,Romania
1796,"Nov 24 - 25, 2018",Weston-super-Mare Open 2018,"United Kingdom, Weston-super-Mare, Somerset",Grand Pier,United Kingdom
1800,"Nov 24 - 25, 2018",Fuenlabrada Open 2018,"Spain, Fuenlabrada, Madrid",C.I.F.E. Fuenlabrada,Spain
1804,"Nov 24, 2018",Andorra 2018,"Andorra, Andorra la Vella",Pyrénées,Andorra
